id,gc,gc_skew,cpg_density,aa_lcr_fraction,nt_repeat_fraction,aa_len,cds_len
Oryctolagus_cuniculus,0.61813,-0.04228,0.05874,0.07026,0.64868,982,2946
Macaca_thibetana_thibetana,0.48211,-0.07923,0.01448,0.01448,0.64857,829,2487
Bubalus_kerabau,0.58177,-0.10802,0.0375,0.06505,0.67071,907,2721
Microtus_ochrogaster,0.51375,-0.05434,0.01292,0.03375,0.685,800,2400
Mesitornis_unicolor,0.41782,-0.00919,0.0146,0.0288,0.72005,868,2604
Ochotona_curzoniae,0.60742,-0.08491,0.03923,0.15473,0.69736,782,2346
Lagenorhynchus_obliquidens,0.62457,-0.06617,0.06028,0.12167,0.61684,863,2589
Cygnus_atratus,0.42512,-0.00452,0.01959,0.02765,0.70392,868,2604
Mirounga_leonina,0.5539,-0.07937,0.04589,0.04931,0.64717,872,2616
Falco_biarmicus,0.4066,0.02075,0.01074,0.01496,0.70464,869,2607
Lutra_lutra,0.55435,-0.08206,0.04027,0.05072,0.66304,828,2484
Accipiter_gentilis,0.40813,0.02256,0.01381,0.02992,0.72229,869,2607
Pongo_abelii,0.46073,-0.06657,0.01079,0.03438,0.67745,989,2967
Lynx_rufus,0.54399,-0.06528,0.03432,0.01695,0.65416,826,2478
Corvus_kubaryi,0.4267,0.00745,0.01272,0.01549,0.70679,839,2517
Phaenicophaeus_curvirostris,0.40189,-0.00283,0.01175,0.01364,0.7053,880,2640
Otolemur_garnettii,0.48637,-0.07926,0.01363,0.03505,0.63396,856,2568
Geotrypetes_seraphini,0.39586,-0.01128,0.00447,0.06212,0.70727,821,2463
Leopardus_geoffroyi,0.54641,-0.05908,0.03391,0.04358,0.65133,826,2478
Neogale_vison,0.54952,-0.07546,0.03625,0.03623,0.66787,828,2484
Oryx_dammah,0.59802,-0.10418,0.04168,0.10714,0.67063,840,2520
Manis_pentadactyla,0.51054,-0.09727,0.01716,0.06752,0.66881,933,2799
Sylvia_atricapilla,0.42343,0.021,0.0089,0.0,0.72312,862,2586
Caloenas_nicobarica,0.41549,0.01507,0.01331,0.01878,0.69327,852,2556
Cyrtonyx_montezumae,0.41057,0.01918,0.01088,0.027,0.68766,889,2667
Nycticebus_coucang,0.48563,-0.08876,0.01545,0.04418,0.65302,928,2784
Elephas_maximus_indicus,0.50172,-0.09589,0.02406,0.0504,0.62963,873,2619
Condylura_cristata,0.47721,-0.10299,0.01626,0.04637,0.65161,841,2523
Camarhynchus_parvulus,0.43001,0.02158,0.01161,0.0,0.71075,862,2586
Apus_apus,0.42079,-0.00638,0.01266,0.01496,0.70771,869,2607
Acinonyx_jubatus,0.54318,-0.06389,0.0327,0.04358,0.65537,826,2478
Neopsephotus_bourkii,0.40805,0.00094,0.00805,0.01494,0.69693,870,2610
Malaclemys_terrapin_pileata,0.37617,-0.03313,0.00857,0.01402,0.64798,856,2568
Neomonachus_schauinslandi,0.56006,-0.0767,0.04457,0.05012,0.64678,838,2514
Tinamus_guttatus,0.40338,0.01597,0.01289,0.0,0.70008,828,2484
Chelonoidis_abingdonii,0.38026,-0.02468,0.00826,0.02703,0.64865,888,2664
Dipodomys_merriami,0.48665,-0.07066,0.01255,0.02913,0.69053,824,2472
Chelonia_mydas,0.37243,-0.04113,0.00645,0.01451,0.64853,827,2481
Emydura_macquarii_macquarii,0.37871,-0.02015,0.00723,0.02892,0.65542,830,2490
Peromyscus_californicus_insignis,0.52324,-0.05998,0.01312,0.02503,0.69249,839,2517
Ammospiza_caudacuta,0.44238,0.03322,0.01238,0.0,0.72776,862,2586
Athene_cunicularia,0.39506,0.01136,0.00973,0.01459,0.69211,891,2673
Gorilla_gorilla_gorilla,0.47535,-0.07884,0.01144,0.01538,0.66233,845,2535
Prionailurus_bengalensis,0.54479,-0.06519,0.03432,0.04358,0.65174,826,2478
Tympanuchus_pallidicinctus,0.41513,0.03053,0.01306,0.01382,0.67665,868,2604
Falco_cherrug,0.4066,0.01887,0.01074,0.01496,0.70694,869,2607
Mandrillus_leucophaeus,0.48251,-0.08,0.01448,0.01448,0.6542,829,2487
Catharus_ustulatus,0.42951,0.02338,0.01082,0.01506,0.72885,863,2589
Myodes_glareolus,0.51125,-0.05623,0.01501,0.02625,0.66875,800,2400
Felis_catus,0.54545,-0.06519,0.03517,0.04364,0.65455,825,2475
Echinops_telfairi,0.60417,-0.13441,0.04636,0.09694,0.62968,784,2352
Carlito_syrichta,0.49166,-0.10024,0.01553,0.05937,0.66356,859,2577
Rattus_norvegicus,0.51542,-0.05416,0.01334,0.05875,0.71208,800,2400
Anas_platyrhynchos,0.44926,0.00677,0.0251,0.01482,0.69783,877,2631
Motacilla_alba_alba,0.43465,0.01246,0.01393,0.02088,0.72583,862,2586
Petaurus_breviceps_papuanus,0.44002,-0.0373,0.01056,0.02814,0.67409,853,2559
Meleagris_gallopavo,0.40438,0.01994,0.01037,0.02995,0.67934,868,2604
Bison_bison_bison,0.58759,-0.10496,0.03671,0.1101,0.66667,881,2643
Cervus_elaphus,0.60556,-0.09961,0.04407,0.13452,0.65952,840,2520
Gavialis_gangeticus,0.39237,-0.00702,0.00787,0.02834,0.6344,847,2541
Mustela_erminea,0.54549,-0.0952,0.03625,0.03502,0.6723,828,2484
Talpa_occidentalis,0.45912,-0.11362,0.01036,0.06215,0.64854,901,2703
Dipodomys_spectabilis,0.48665,-0.07564,0.01214,0.02913,0.68649,824,2472
Nipponia_nippon,0.40796,0.01876,0.01378,0.01493,0.68389,871,2613
Ranitomeya_imitator,0.44716,0.00288,0.03008,0.05284,0.69029,776,2328
Vulpes_lagopus,0.55905,-0.07859,0.03387,0.03144,0.65578,827,2481
Bufo_gargarizans,0.43971,0.01469,0.01853,0.05556,0.71146,774,2322
Panthera_tigris,0.5452,-0.06292,0.03391,0.03148,0.65254,826,2478
Passer_montanus,0.43786,0.02564,0.01317,0.0,0.7019,861,2583
Myotis_davidii,0.50796,-0.108,0.02472,0.06533,0.61893,796,2388
Microcebus_murinus,0.49437,-0.07849,0.01825,0.0291,0.67016,859,2577
Balaenoptera_musculus,0.61788,-0.05967,0.06259,0.13184,0.63762,895,2685
Myotis_yumanensis,0.51903,-0.10717,0.02678,0.05897,0.63237,797,2391
Pan_troglodytes,0.47885,-0.07845,0.01266,0.03321,0.65915,843,2529
Odobenus_rosmarus_divergens,0.54938,-0.07865,0.04207,0.04977,0.65123,864,2592
Hyla_sarda,0.42512,0.01446,0.01889,0.01976,0.67677,759,2277
Dromaius_novaehollandiae,0.3959,0.02773,0.01245,0.01317,0.69338,911,2733
Xenopus_tropicalis,0.43837,0.04928,0.02288,0.05464,0.6853,787,2361
Sorex_araneus,0.58749,-0.11186,0.04554,0.08314,0.654,842,2526
Rhinatrema_bivittatum,0.41311,-0.00574,0.00751,0.0154,0.6955,844,2532
Pipistrellus_kuhlii,0.5445,-0.09946,0.03066,0.0466,0.63392,794,2382
Dipodomys_ordii,0.48503,-0.07423,0.01133,0.02913,0.69053,824,2472
Trachemys_scripta_elegans,0.37679,-0.03069,0.00917,0.01435,0.63995,836,2508
Corapipo_altera,0.4186,0.01014,0.01389,0.05324,0.71836,864,2592
